DocType,DocNo,Docdate,Party Code,original_party_name,Location,Stock Code,Stock Description,Unit,Quantity,Rate,Gross Amount,Discount,Net Amount,Supplier Category,Product Division,Category,Sub Category,Brand,Nature of Sales,COO,Group,Created by,Created TS,Posted by,Posted TS,Currency,Currency Rate,Fcy Gross Amount,Fcy Discount,Fcy Net Amount,Party Name
LPI20,1659.0,2024-03-06,AP-M0087,Multicom Enterprises L.L.C.,Multicolor,13343,BONDO STEEL PUTTY ULTIMATE GLN 234D ( 1 CTN X 4 GLN ),CTN,10.0,233.0,2330.0,0.0,2330.0,LOCAL,,PAINTING RELATED ITEMS,BONDO STEEL PUTTY,brand_1697949834,,,No Warranty,KAJA,2024-03-27,KAJA,2024-03-28,AED,1.0,2330.0,0.0,2330.0,party_1369237310
ICPI10,1058.0,2024-02-02,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18420,BATHTUB OCEANIC 170X80X39CM WA6013,NOS,5.0,150.0,750.0,0.0,750.0,,,PLUMBING SOLUTIONS,BATHTUB,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,750.0,0.0,750.0,party_0361422916
ICPI10,1114.0,2024-02-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18522,WASH BASIN MIXER SET TALL CHROME OCEANIC D3369TZ,NOS,20.0,95.0,1900.0,0.0,1900.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,1900.0,0.0,1900.0,party_0361422916
ICPI10,1184.0,2024-05-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18412,BATH MIXER SET SMART FLOW OCEANIC S4453Z-EC,NOS,20.0,39.0,780.0,0.0,780.0,,,PLUMBING SOLUTIONS,BATH MIXER SET,brand_0839938534,,,No Warranty,SHAMEER,2024-09-01,SHAMEER,2024-09-01,AED,1.0,780.0,0.0,780.0,party_0361422916
CPI10,1181.0,2024-09-02,AP-R0022,Raymond Hardware,Branch 2,22554,SL212 SILICONE CLEAR PATTEX,NOS,1.0,13.0,13.0,0.0,13.0,LOCAL,,ADHESIVE,SILICONE SEALANT,brand_1697676547,,,No Warranty,SREEJITH,2024-09-14,SREEJITH,2024-09-14,AED,1.0,13.0,0.0,13.0,party_1203351242
ICPI10,1198.0,2024-09-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18490,SINGLE COLD TAP CHROME OCEANIC S3001Z,NOS,250.0,35.0,8750.0,0.0,8750.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,ANISH,2024-09-29,ANISH,2024-09-29,AED,1.0,8750.0,0.0,8750.0,party_0361422916
ICPI10,1221.0,2024-12-11,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,37351,"10"" WATER FILTER CARTRIDGE CARBON UDF OCEANIC OCE-UDF-010-10 Made in Taiwan",NOS,75.0,14.0,1050.0,0.0,1050.0,,,PLUMBING SOLUTIONS,WATER FILTER,brand_0839938534,,,No Warranty,ANISH,2024-12-11,ANISH,2024-12-11,AED,1.0,1050.0,0.0,1050.0,party_0361422916
ICPI10,1222.0,2024-12-12,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18421,BATHTUB OCEANIC 180X80X39CM WA6013,NOS,5.0,1.0,5.0,0.0,5.0,,,PLUMBING SOLUTIONS,BATHTUB,brand_0839938534,,,No Warranty,ANISH,2024-12-12,ANISH,2024-12-12,AED,1.0,5.0,0.0,5.0,party_0361422916
IPI10,1016.0,2024-09-04,AP-T0077,Triwin Watertec Co.Ltd,Sajjah store (SHJ),37352,"10"" WATER FILTER CATRIDGE SPUN OCEANIC OCE-SPP005-10 Made in Taiwan",NOS,5000.0,1.95,9738.75,0.0,9738.75,,,PLUMBING SOLUTIONS,WATER FILTER,brand_0839938534,,,No Warranty,RAJAB IMPORT,2024-09-09,RISHAD,2024-10-04,USD,3.675,2650.0,0.0,2650.0,party_1284647398
IPI10,1016.0,2024-09-04,AP-T0077,Triwin Watertec Co.Ltd,Sajjah store (SHJ),37353,"10"" WATER FILTER CATRIDGE GROOVE OCE-PURFER-10 Made in Taiwan",NOS,3300.0,2.94,9702.0,0.0,9702.0,,,PLUMBING SOLUTIONS,WATER FILTER,brand_0839938534,,,No Warranty,RAJAB IMPORT,2024-09-09,RISHAD,2024-10-04,USD,3.675,2640.0,0.0,2640.0,party_1284647398
IPI10,1016.0,2024-09-04,AP-T0077,Triwin Watertec Co.Ltd,Sajjah store (SHJ),37357,"10"" WATER FILTER CATRIDGE GROOVE SPUN OCEANIC OCE-SGP005-10 Made in Taiwan",NOS,3300.0,4.04,13340.25,0.0,13340.25,,,PLUMBING SOLUTIONS,WATER FILTER,brand_0839938534,,,No Warranty,RAJAB IMPORT,2024-09-09,RISHAD,2024-10-04,USD,3.675,3630.0,0.0,3630.0,party_1284647398
LPI10,2080.0,2024-02-16,AP-B0040,Bin Hammad Trading Enterprises,M9 STORE,32989,4MM NYLON ROPE L/D,ROLL,30.0,3.25,97.5,0.0,97.5,LOCAL,,ROPE,,No brand mentioned,,,,SHIBIN,2024-03-11,SHIBIN,2024-03-13,AED,1.0,97.5,0.0,97.5,party_1774388039
LPI10,2080.0,2024-02-16,AP-B0040,Bin Hammad Trading Enterprises,M9 STORE,32693,6MM NYLON ROPE L/D ,ROLL,20.0,6.0,120.0,0.0,120.0,LOCAL,,ROPE,,No brand mentioned,,,,SHIBIN,2024-03-11,SHIBIN,2024-03-13,AED,1.0,120.0,0.0,120.0,party_1774388039
LPI10,8935.0,2024-11-01,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,M9 STORE,20709,DYNAFLO 62201 DAVEY WATER PUMP SINGLE PHASE,NOS,1.0,2498.0,2498.0,0.0,2498.0,LOCAL,,PUMP & ACCESSORIES,DAVEY WATER PUMP,brand_1855341484,,,No Warranty,SHAJAHAN.KA,2024-12-10,SHAJAHAN.KA,2024-12-10,AED,1.0,2498.0,0.0,2498.0,party_1230640947
LPI10,7796.0,2024-10-18,AP-A0392,Aquaplex (Fze),M9 STORE,37064,WC FLUSH MECHANISM SIDE HYDROPLEX 4192P MADE IN TURKEY,NOS,20.0,22.0,440.0,0.0,440.0,LOCAL,,PLUMBING SOLUTIONS,FLUSH MECHANISM,brand_0055039065,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,440.0,0.0,440.0,party_1769951525
ICPI10,1216.0,2024-10-31,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13487,"ROLLER EPOXY ANTARES 4""",NOS,20.0,7.0,140.0,0.0,140.0,,,PAINTING ACCESSORIES,PAINT ROLLER,brand_0551602293,,,No Warranty,SHAMEER,2024-11-18,SHAMEER,2024-11-18,AED,1.0,140.0,0.0,140.0,party_1417468171
LPI10,3815.0,2024-05-14,AP-S0043,Sanipex Llc,Musaffah Shop,18689,50X50 MARBLE SINK AQUAECO- AQE-IX3-5050-1-SS,NOS,5.0,175.0,875.0,0.0,875.0,LOCAL,,PLUMBING SOLUTIONS,MARBLE SINK,brand_0242401124,,,No Warranty,SHAJAHAN.KA,2024-05-22,SHAJAHAN.KA,2024-05-22,AED,1.0,875.0,0.0,875.0,party_1650486036
ICPI10,1109.0,2024-02-12,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,13479,"REFILL ANTARES 9""",NOS,432.0,3.0,1296.0,0.0,1296.0,,,PAINTING ACCESSORIES,ROLLER REFILL,brand_0551602293,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,1296.0,0.0,1296.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18684,13X13 TILE DRAIN AQUAECO- AQD-FC052-F-316-SS,NOS,100.0,1.0,100.0,0.0,100.0,,,PLUMBING SOLUTIONS,TILE DRAIN,brand_0242401124,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,100.0,0.0,100.0,party_0361422916
LPI10,1238.0,2024-01-05,AP-A0378,Anchor Allied Factory Llc,M9 STORE,21824,SPRAY PAINT GREY ASMACO,NOS,48.0,2.92,140.0,0.0,140.0,LOCAL,,FINISHING TOOLS,SPRAY PAINT,brand_2125616628,,,No Warranty,SREEJITH,2024-02-21,SREEJITH,2024-02-21,AED,1.0,140.0,0.0,140.0,party_0621997775
LPI10,7038.0,2024-09-18,AP-A0378,Anchor Allied Factory Llc,M9 STORE,21829,500ML FOAM SPRAY ASMACO,CTN,5.0,78.0,390.0,0.0,390.0,LOCAL,,FINISHING TOOLS,FOAM SPRAY,brand_2125616628,,,No Warranty,SHAJAHAN.KA,2024-09-19,SHAJAHAN.KA,2024-09-19,AED,1.0,390.0,0.0,390.0,party_0621997775
LPI20,4099.0,2024-12-20,AP-A0378,Anchor Allied Factory Llc,Multicolor,21819,SPRAY PAINT BLACK ASMACO GLOSS,CTN,5.0,35.0,175.0,0.0,175.0,LOCAL,,FINISHING TOOLS,SPRAY PAINT,brand_2125616628,,,No Warranty,KAJA,2025-01-15,KAJA,2025-01-15,AED,1.0,175.0,0.0,175.0,party_0621997775
LPI10,6811.0,2024-09-02,AP-G0071,Gulf Plastic And Converting Industries,M9 STORE,14646,"AM1-321, 32MMX1"" PPR TRANSITION PIECE ROUND-MALE WITH HEXAGON SOCKET RAKTHERM",NOS,100.0,60.21,6021.0,4816.8,1204.2,LOCAL,,PPR PIPE & FITTINGS,PPR MALE ADAPTOR,brand_1214440504,,,No Warranty,SHAJAHAN.KA,2024-09-10,SHAJAHAN.KA,2024-09-10,AED,1.0,6021.0,4816.8,1204.2,party_1973499897
LPI10,6817.0,2024-09-05,AP-G0071,Gulf Plastic And Converting Industries,M9 STORE,14596,"P20-50, 50MM PPR PIPE RAKTHERM PN20",MTR,200.0,40.96,8192.0,5734.4,2457.6,LOCAL,,PPR PIPE & FITTINGS,PPR PIPE,brand_1214440504,,,No Warranty,SHAJAHAN.KA,2024-09-10,SHAJAHAN.KA,2024-09-10,AED,1.0,8192.0,5734.4,2457.6,party_1973499897
LPI10,7250.0,2024-09-20,AP-G0071,Gulf Plastic And Converting Industries,M9 STORE,14595,"P20-40, 40MM PPR PIPE RAKTHERM PN20",MTR,400.0,25.55,10220.0,7154.0,3066.0,LOCAL,,PPR PIPE & FITTINGS,PPR PIPE,brand_1214440504,,,No Warranty,SHAJAHAN.KA,2024-10-01,SHAJAHAN.KA,2024-10-01,AED,1.0,10220.0,7154.0,3066.0,party_1973499897
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,32675,EUROPEAN WC ONE PIECE OCEANIC S-TRAP 70X37X80CM ZT-293,NOS,5.0,400.0,2000.0,0.0,2000.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,2000.0,0.0,2000.0,party_0361422916
LPI10,7260.0,2024-09-19,AP-E0023,Emirates Electrical & Plastic Industries,Branch 2,28974,2000 US GALLON WATER TANK 3 LAYER VERTICAL POLYTANK,NOS,1.0,2200.0,2200.0,0.0,2200.0,LOCAL,,PLUMBING SOLUTIONS,WATER TANK,brand_0701529905,,,No Warranty,SHAJAHAN.KA,2024-10-02,SHAJAHAN.KA,2024-10-02,AED,1.0,2200.0,0.0,2200.0,party_1086041678
LPI10,8959.0,2024-11-23,AP-G0071,Gulf Plastic And Converting Industries,M9 STORE,14820,"V1-32, 32MM PPR STOP GLOBE VALVE RAKTHERM",NOS,100.0,129.58,12958.0,10366.4,2591.6,LOCAL,,PPR PIPE & FITTINGS,PPR GATE VALVE,brand_1214440504,,,No Warranty,SHAJAHAN.KA,2024-12-11,SHAJAHAN.KA,2024-12-11,AED,1.0,12958.0,10366.4,2591.6,party_1973499897
LPI10,8959.0,2024-11-23,AP-G0071,Gulf Plastic And Converting Industries,M9 STORE,14593,"P20-25, 25MM PPR PIPE RAKTHERM PN20",MTR,1000.0,9.41,9410.0,6587.0,2823.0,LOCAL,,PPR PIPE & FITTINGS,PPR PIPE,brand_1214440504,,,No Warranty,SHAJAHAN.KA,2024-12-11,SHAJAHAN.KA,2024-12-11,AED,1.0,9410.0,6587.0,2823.0,party_1973499897
LPI10,8962.0,2024-11-23,AP-G0071,Gulf Plastic And Converting Industries,M9 STORE,14808,"BV-32, 32MM PPR DOUBLE UNION BALL VALVE RAKTHERM",NOS,20.0,186.88,3737.6,2990.08,747.52,LOCAL,,PPR PIPE & FITTINGS,PPR BALL VALVE,brand_1214440504,,,No Warranty,SHAJAHAN.KA,2024-12-11,SHAJAHAN.KA,2024-12-11,AED,1.0,3737.6,2990.08,747.52,party_1973499897
LPI10,1278.0,2024-01-08,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,16613,75MM PVC PIPE CLASS 10 ATLAS-6MTR,NOS,20.0,27.5,550.0,0.0,550.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SREEJITH,2024-02-21,SREEJITH,2024-02-21,AED,1.0,550.0,0.0,550.0,party_1032261125
LPI10,2429.0,2024-02-06,AP-H0025,Hatim Al Anwar Trading.,Musaffah Shop,23255,300MM ADJUSTABLE WRENCH STANLEY STMT87434-8,NOS,3.0,41.25,123.75,0.0,123.75,LOCAL,,FASTENING TOOLS,ADJUSTABLE WRENCH,brand_1821743422,,,No Warranty,SREEJITH,2024-03-17,SREEJITH,2024-03-17,AED,1.0,123.75,0.0,123.75,party_0350265237
ICPI10,1163.0,2024-05-11,APIC-R0002,RAJAB TRADING COMPANY L L C - BRANCH(MCJ),Musaffah Shop,13343,BONDO STEEL PUTTY ULTIMATE GLN 234D,NOS,2.0,70.0,140.0,0.0,140.0,,,PAINTING RELATED ITEMS,BONDO STEEL PUTTY,brand_1697949834,,,No Warranty,MAHAROOF,2024-05-11,MAHAROOF,2024-05-11,AED,1.0,140.0,0.0,140.0,party_1417468171
LPI10,1689.0,2024-01-04,AP-A0299,Al Sanaa Hardware Trading Co.L.L.C,Musaffah Shop,28497,110MM UPVC DRAINAGE ACCESS PLUG ATLAS,NOS,320.0,5.45,1744.0,0.0,1744.0,LOCAL,,PVC PIPE & FITTINGS,UPVC DR ACCESS PLUG,brand_0223424371,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,1744.0,0.0,1744.0,party_0527390360
LPI10,4012.0,2024-05-01,AP-P0011,Pendulum Electricals Trading.L.L.C,Musaffah Shop,26228,10MM WIRE CONNECTOR BULLETTE,PKT,25.0,15.0,375.0,0.0,375.0,LOCAL,,WIRING TOOLS,CABLE CONNECTOR,brand_0579360817,,,No Warranty,SHAJAHAN.KA,2024-05-26,SHAJAHAN.KA,2024-05-26,AED,1.0,375.0,0.0,375.0,party_0511456557
LPI10,2577.0,2024-03-11,AP-A0143,Al Damam Hardware Trading Co Llc,M9 STORE,24731,HAND SHOVEL HD BRAZIL TOMAX,DOZ,2.0,225.0,450.0,0.0,450.0,LOCAL,,FASTENING TOOLS,SHOVEL,brand_1212900395,,,No Warranty,SREEJITH,2024-03-28,SREEJITH,2024-03-28,AED,1.0,450.0,0.0,450.0,party_1805627025
ICPI10,1184.0,2024-05-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,33375,WASH BASIN UNDERCOUNTER OCEANIC ZT-3009,NOS,2.0,1.0,2.0,0.0,2.0,,,PLUMBING SOLUTIONS,WASH BASIN,brand_0839938534,,,No Warranty,SHAMEER,2024-09-01,SHAMEER,2024-09-01,AED,1.0,2.0,0.0,2.0,party_0361422916
ICPI10,1184.0,2024-05-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18520,WASH BASIN MIXER SET CHROME/BRASS OCEANIC D55678YC-B,NOS,20.0,54.0,1080.0,0.0,1080.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-09-01,SHAMEER,2024-09-01,AED,1.0,1080.0,0.0,1080.0,party_0361422916
LPI10,1077.0,2024-01-16,AP-C0055,Cosmoplast Industrial Co.L.L.C,M9 STORE,28739,63MM PVC PIPE COSMOPLAST PN16 SS GREY-6MTR,LTH,70.0,33.0,2310.0,0.0,2310.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0850260632,,,No Warranty,SREEJITH,2024-02-17,SREEJITH,2024-02-17,AED,1.0,2310.0,0.0,2310.0,party_0779115970
LPI10,2071.0,2024-02-06,AP-I0024,Interlink Building Materials Trading L.L.C,M9 STORE,16716,82MM PVC DRAINAGE Y BRANCH ATLAS ,NOS,56.0,6.11,342.16,0.0,342.16,LOCAL,,PVC PIPE & FITTINGS,PVC DRAINAGE Y BRANCH,brand_0223424371,,,No Warranty,SREEJITH,2024-03-11,SREEJITH,2024-03-11,AED,1.0,342.16,0.0,342.16,party_0884608352
LPI10,2071.0,2024-02-06,AP-I0024,Interlink Building Materials Trading L.L.C,M9 STORE,28485,110MM UPVC DRAINAGE TEE ATLAS ,NOS,56.0,10.18,570.08,0.0,570.08,LOCAL,,PVC PIPE & FITTINGS,UPVC DR TEE,brand_0223424371,,,No Warranty,SREEJITH,2024-03-11,SREEJITH,2024-03-11,AED,1.0,570.08,0.0,570.08,party_0884608352
LPI10,2071.0,2024-02-06,AP-I0024,Interlink Building Materials Trading L.L.C,M9 STORE,28476,110MM UPVC DRAINAGE SOCKET ATLAS,NOS,150.0,3.34,501.0,0.0,501.0,LOCAL,,PVC PIPE & FITTINGS,UPVC DR SOCKET,brand_0223424371,,,No Warranty,SREEJITH,2024-03-11,SREEJITH,2024-03-11,AED,1.0,501.0,0.0,501.0,party_0884608352
LPI10,2131.0,2024-02-08,AP-A0094,Aladeel Sanitary Trading L.L.C,M9 STORE,28559,63MM PVC DOUBLE UNION BALL VALVE ATLAS PN16,NOS,30.0,25.5,765.0,0.0,765.0,LOCAL,,PVC PIPE & FITTINGS,UPVC DOUBLE UNION BALL VALVE,brand_0223424371,,,No Warranty,SREEJITH,2024-03-11,SREEJITH,2024-03-11,AED,1.0,765.0,0.0,765.0,party_1166895779
LPI10,2145.0,2024-02-06,AP-C0009,Central Hardware Trading Llc,M9 STORE,28486,160MM UPVC DR TEE ATLAS,NOS,4.0,28.82,115.28,0.0,115.28,LOCAL,,PVC PIPE & FITTINGS,UPVC DR TEE,brand_0223424371,,,No Warranty,SREEJITH,2024-03-12,SREEJITH,2024-03-12,AED,1.0,115.28,0.0,115.28,party_1296041109
ICPI10,1184.0,2024-05-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,36556,TOWEL RING OCEANIC 20960,NOS,40.0,1.0,40.0,0.0,40.0,,,PLUMBING SOLUTIONS,,brand_0839938534,,,No Warranty,SHAMEER,2024-09-01,SHAMEER,2024-09-01,AED,1.0,40.0,0.0,40.0,party_0361422916
ICPI10,1184.0,2024-05-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18470,MIRROR 60X80CM OCEANIC,NOS,10.0,1.0,10.0,0.0,10.0,,,PLUMBING SOLUTIONS,MIRROR,brand_0839938534,,,No Warranty,SHAMEER,2024-09-01,SHAMEER,2024-09-01,AED,1.0,10.0,0.0,10.0,party_0361422916
ICPI10,1185.0,2024-06-30,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18490,SINGLE COLD TAP CHROME OCEANIC S3001Z,NOS,50.0,35.0,1750.0,0.0,1750.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-09-01,SHAMEER,2024-09-01,AED,1.0,1750.0,0.0,1750.0,party_0361422916
